ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C128160,Quality Rating Score 9,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 9,A subjective rating score of 9 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C160725,Residual Cancer Burden Class 0,C160724,Residual Cancer Burden Class,3,RCB-0|pCR,No traces of residual disease; lowest chance of disease recurrence.
C160726,Residual Cancer Burden Class 1,C160724,Residual Cancer Burden Class,3,RCB-I,Minimal residual disease; low chance of disease recurrence.
C160727,Residual Cancer Burden Class 2,C160724,Residual Cancer Burden Class,3,RCB-II,Moderate residual disease; moderate chance of disease recurrence.
C160728,Residual Cancer Burden Class 3,C160724,Residual Cancer Burden Class,3,RCB-III,Extensive residual disease; highest chance of disease recurrence.
C141411,SPAAT Score 0,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 0,A subjective score of 0 on a prognostic scale that ranges from 0 to 7.
C141412,SPAAT Score 1,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 1,A subjective score of 1 on a prognostic scale that ranges from 0 to 7.
C141413,SPAAT Score 2,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 2,A subjective score of 2 on a prognostic scale that ranges from 0 to 7.
C141414,SPAAT Score 3,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 3,A subjective score of 3 on a prognostic scale that ranges from 0 to 7.
C141415,SPAAT Score 4,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 4,A subjective score of 4 on a prognostic scale that ranges from 0 to 7.
C141416,SPAAT Score 5,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 5,A subjective score of 5 on a prognostic scale that ranges from 0 to 7.
C141417,SPAAT Score 6,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 6,A subjective score of 6 on a prognostic scale that ranges from 0 to 7.
C141418,SPAAT Score 7,C141410,Simplified Preoperative Assessment for Appendix Tumor Score,3,SPAAT 7,A subjective score of 7 on a prognostic scale that ranges from 0 to 7.
C172437,Sensory Organization Test,C172434,Balance Assessment Test,3,SOT,"A form of posturography that is designed to quantitatively assess an individual's ability to use visual, proprioceptive, and vestibular cues to maintain stability in stance."
C120071,Severity of Symptom Likert Scale,C85429,Likert Scale,3,MDASI Severity of Symptom Likert Scale|Severity of Symptom Scale,A scale for the subjective scoring of symptoms that ranges from 0: Not Present to 10: As Bad as You Can Imagine.
C102120,"Short Form 36 Health Survey Acute, US Version 1.0 Questionnaire",C20078,SF-36,3,SF36 V1.0 ACUTE|SF36 v1.0 Acute|SF362,"A standardized, multipurpose, general health survey developed by John E. Ware and copyrighted by the Medical Outcomes Trust and Quality Metric Inc. in 1988 and 2002, which is used to assess the patient's functional health and overall well-being. This first version contains 36 questions that refer to the patient's symptoms or status within the past week and can be completed by the patient. For each question the patient must choose from five different responses."
C102121,"Short Form 36 Health Survey Acute, US Version 2.0 Questionnaire",C20078,SF-36,3,SF36 V2.0 ACUTE|SF36 v2.0 Acute|SF364,"A standardized, multipurpose, general health survey developed by John E. Ware and copyrighted by Quality Metric Inc. and the Medical Outcomes Trust in 1996 and 2000, which is used to assess the patient's functional health and overall well-being. This second version contains 36 questions that refer to the patient's symptoms or status within the past week and can be completed by the patient. For each question the patient must choose from five different responses."
C100775,"Short Form 36 Health Survey Standard, US Version 1.0 Questionnaire",C20078,SF-36,3,SF36 V1.0 STANDARD|SF36 v1.0 Standard|SF361,"A standardized, multipurpose, general health survey developed by John E. Ware and copyrighted by Medical Outcomes Trust and Quality Metric Inc. in 1988 and 2002 which is used to assess the patient's functional health and overall well-being. This instrument contains 36 questions to be completed by the patient. For each question the patient must choose from five different responses."
C102122,"Short Form 36 Health Survey Standard, US Version 2.0 Questionnaire",C20078,SF-36,3,Medical Outcomes Survey 36-Item Short-Form Health Survey|SF36 V2.0 STANDARD|SF36 v2.0 Standard|SF363|Short Form 36 Health Survey,"A standardized, multipurpose, general health survey developed by John E. Ware and copyrighted by Quality Metric Inc. and the Medical Outcomes Trust in 1996 and 2000 which is used to assess the patient's functional health and overall well-being. This second version contains 36 questions that refer to the patient's symptoms or status within the past four weeks and can be completed by the patient. For each question the patient must choose from five different responses."
C141583,Shortness of Breath Visual Analogue Scale,C121547,Visual Analog Scale,3,Shortness of Breath|Visual Analogue Shortness of Breath Scale,A shortness of breath scale from 0 to 10 on which the patient marks the current level of shortness of breath experienced.
C221027,Shortness of Breath Visual Analogue Scale Score,C221021,Visual Analogue Scale Score,3,,A score derived from an assessment using a shortness of breath visual analogue scale.
C128617,Simpson Grade 1,C222041,Simpson Grade,3,Grade 1|Grade I,"Macroscopically complete removal of the tumor, with excision of its dural attachment, and of any abnormal bone. Includes resection of venous sinus if involved."
C128618,Simpson Grade 2,C222041,Simpson Grade,3,Grade 2|Grade II,Macroscopically complete removal of the tumor and its visible extensions with coagulation of its dural attachment.
C128619,Simpson Grade 3,C222041,Simpson Grade,3,Grade 3|Grade III,"Macroscopically complete removal of the intradural tumor, without resection or coagulation of its dural attachment or its extradural extensions."
C128620,Simpson Grade 4,C222041,Simpson Grade,3,Grade 4|Grade IV,"Partial removal, leaving the intradural tumor in situ."
C128621,Simpson Grade 5,C222041,Simpson Grade,3,Grade 5|Grade V,"Simple decompression, with or without biopsy."
C172435,Sit to Stand Test,C172434,Balance Assessment Test,3,,"A test that asks an individual to rise from sitting to a full standing position. It assesses functional lower extremity strength, transitional movements, balance, and fall risk."
C131040,Skin Features Score 0,C131039,GvHD Skin Features Score,3,Score 0,No sclerotic features.
C131041,Skin Features Score 2,C131039,GvHD Skin Features Score,3,Score 2,Superficial sclerotic features; not hidebound (able to pinch).
C131042,Skin Features Score 3,C131039,GvHD Skin Features Score,3,Score 3,One or more of: deep sclerotic features; hidebound; impaired mobility; ulceration.
C212020,Soreness Scale,C85429,Likert Scale,3,Soreness Likert Scale,Soreness Likert Scale
C86973,Stanford Binet Intelligence Test,C122920,Intelligence Scale,3,Stanford Binet Intelligence Scale,"A standardized test to evaluate intelligence and cognitive abilities, suitable for both children and adults. It assesses five factors: Fluid Reasoning, Knowledge, Quantitative Reasoning, Visual-Spatial Processing, and Working Memory. In order to accurately assess individuals with deafness, limited English, or communication disorders, each factor is assessed in both verbal and nonverbal domains."
C129362,Symptom Interference Likert Scale,C85429,Likert Scale,3,,A scale for the subjective scoring of a symptom's interference that ranges from 0: Did Not Interfere to 10: Interfered Completely.
C221036,Symptom Interference Likert Scale Score,C221034,Likert Scale Score,3,,A score derived from an assessment using a symptom interference Likert scale.
C120085,Symptom Interference with Life Likert Scale,C85429,Likert Scale,3,MDASI Symptom Interference with Life Likert Scale|Symptom Interference with Life Scale,A scale for the subjective scoring of a symptom's interference with life that ranges from 0: Did Not Interfere to 10: Interfered Completely.
C159934,Symptoms Intensity and Distress Likert Scale,C85429,Likert Scale,3,,A scale for the subjective scoring of a symptom's intensity and distress that ranges from 1: Slight to 5: Severe.
C221037,Symptoms Intensity and Distress Likert Scale Score,C221034,Likert Scale Score,3,,A score derived from an assessment using a symptoms intensity and distress Likert scale.
C222052,Tanner Breast Development Stage,C222048,Tanner Stage,3,,A physical development stage derived from a Tanner Breast Development Scale assessment.
C222050,"Tanner Genitalia Development Stage, Male",C222048,Tanner Stage,3,,A physical development stage derived from a Tanner Genitalia Development Scale in Males assessment.
C222053,"Tanner Pubic Hair Development Stage, Female",C222048,Tanner Stage,3,,A development stage derived from a Tanner Pubic Hair Development Scale in Females assessment.
C222049,"Tanner Pubic Hair Development Stage, Male",C222048,Tanner Stage,3,,A physical development stage derived from a Tanner Pubic Hair Development Scale in Males assessment.
C124703,Tanner Scale Boy Version,C82394,Tanner Scale,3,TANN02|TANNER SCALE BOY|Tanner Scale-Boy,"A standardized rating scale developed by Marshal and Tanner in 1970, which is a classification system used to measure physical development in children, adolescents and adults. The boy version of the tanner scale assesses the different stages of physical maturity based on testicular volume, genitalia growth and the development of pubic hair. This instrument has 5 stages."
C124704,Tanner Scale Girl Version,C82394,Tanner Scale,3,TANN01|TANNER SCALE GIRL|Tanner Scale-Girl,"A standardized rating scale developed by Marshal and Tanner in 1969, which is a classification system used to measure physical development in children, adolescents and adults. The girl version of the tanner scale assesses the different stages of physical maturity based on breast development and the growth of pubic hair. This instrument has 5 stages."
C222051,Tanner Testicular Volume Stage,C222048,Tanner Stage,3,,A physical development stage derived from a Tanner Testicular Volume Scale assessment.
C172920,Thought Likert Scale,C85429,Likert Scale,3,,A scale for the subjective scoring of thought that ranges from 1: I don't think about it at all to 6: I think about it all the time.
C221039,Thought Likert Scale Score,C221034,Likert Scale Score,3,,A score derived from an assessment using a thought Likert scale.
C141533,Tiredness Visual Analogue Scale,C121547,Visual Analog Scale,3,Tiredness|Visual Analogue Tiredness Scale,A scale of tiredness from 0 to 10 on which the patient marks the current level of tiredness experienced.
C221023,Tiredness Visual Analogue Scale Score,C221021,Visual Analogue Scale Score,3,,A score derived from an assessment using a tiredness visual analogue scale.
C179906,True Likert Scale,C85429,Likert Scale,3,How true for me,A scale for the subjective scoring of truth that ranges from 1: Not true at all to 7: Extremely true of me.
C130954,Truth Agreement Score 1,C221047,Truth Agreement Scale Score,3,,"A subjective score of 1 on a scale that ranges from 1: yes, that is true to 5: no, that is not true."
C130955,Truth Agreement Score 2,C221047,Truth Agreement Scale Score,3,,"A subjective score of 2 on a scale that ranges from 1: yes, that is true to 5: no, that is not true."
C130956,Truth Agreement Score 3,C221047,Truth Agreement Scale Score,3,,"A subjective score of 3 on a scale that ranges from 1: yes, that is true to 5: no, that is not true."
