COSMoS_BC_ID,NCIt_Code,BC_Name,BC_Definition,BC_Synonyms,BC_Type,BC_Scope,TESTCD,TEST,TESTCD_NCIt,Categories,Hierarchy_Path,Parent_Label,Row_Type,Domains_with_DS,DS_Code,DS_Name,Domain,Domain_Class,Result_Scale,Specimen,Specimen_NCIt,Method,Method_NCIt,LOINC_Code_Count,LOINC_Code,Allowed_Units,Standard_Unit,COSMoS_Category,COSMoS_Subcategory,Decimal_Places,location,laterality,evaluator
C171521,C171521,Pneumonia Indicator,An indication as to whether pneumonia has occurred.,PNEUMIND,full_no_ds,Subject,,,,Clinical Findings Indicators; Respiratory Findings,Clinical Findings Indicator,Clinical Findings Indicator,BC_only_no_DS,,,,,,Nominal,,,,,,,,,,,2.0,,,
